Year,SERIES,UNIT_MEASURE,Value
2011,VC_DSR_CILN,USD,0.0
2011,VC_DSR_GDPLS,USD,0.0
2019,VC_DSR_GDPLS,USD,3095820000.0
2011,VC_DSR_LSGP,PT,0.0
2019,VC_DSR_LSGP,PT,0.16054
