Year,SERIES,Value
2020,SG_LGL_GENEQEMP,70.0
2022,SG_LGL_GENEQEMP,70.0
2020,SG_LGL_GENEQLFP,72.73
2022,SG_LGL_GENEQLFP,72.73
2020,SG_LGL_GENEQMAR,81.82
2022,SG_LGL_GENEQMAR,81.82
2020,SG_LGL_GENEQVAW,55.56
2022,SG_LGL_GENEQVAW,66.67
