Year,SERIES,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,COMPOSITE_BREAKDOWN,DATA_LAST_UPDATE,Value
2011,SE_GPI_PART,,Y15T64,,,,,2023-03-10,0.8
2014,SE_GPI_PART,,Y15T64,,,,,2023-03-10,0.7
2019,SE_GPI_PART,,Y15T64,,,,,2023-03-10,0.7
2011,SE_GPI_PART,,Y25T54,,,,,2023-03-10,1.0
2014,SE_GPI_PART,,Y25T54,,,,,2023-03-10,0.6
2019,SE_GPI_PART,,Y25T54,,,,,2023-03-10,1.2
2012,SE_GPI_PTNPRE,,,,,,,2023-02-28,1.03448
2013,SE_GPI_PTNPRE,,,,,,,2023-02-28,1.03872
2014,SE_GPI_PTNPRE,,,,,,,2023-02-28,1.02518
2015,SE_GPI_PTNPRE,,,,,,,2023-02-28,1.03568
2012,SE_GPI_TCAQ,,,,,AGG_2_3,,2023-02-28,1.0975
2013,SE_GPI_TCAQ,,,,,AGG_2_3,,2023-02-28,1.05212
2012,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.31882
2013,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.55392
2015,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.73653
2016,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.63294
2017,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.63943
2018,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.75335
2019,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.75447
2020,SE_GPI_TCAQ,,,,,ISCED11_02,,2023-02-28,0.79281
2012,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.09925
2013,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.04782
2015,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.00892
2016,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.0111
2017,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.00475
2018,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.00334
2019,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.00326
2020,SE_GPI_TCAQ,,,,,ISCED11_1,,2023-02-28,1.00181
2006,SE_TOT_GPI,,,,,ISCED11_1,SKILL_MATH,2023-02-28,0.88018
2013,SE_TOT_GPI,,,,,ISCED11_1,SKILL_MATH,2023-02-28,1.07407
2006,SE_TOT_GPI,,,,,ISCED11_1,SKILL_READ,2023-02-28,1.08904
2013,SE_TOT_GPI,,,,,ISCED11_1,SKILL_READ,2023-02-28,1.182
2006,SE_TOT_RUPI,,,,,ISCED11_1,SKILL_MATH,2023-02-28,0.23163
2013,SE_TOT_RUPI,,,,,ISCED11_1,SKILL_MATH,2023-02-28,0.27495
2006,SE_TOT_RUPI,,,,,ISCED11_1,SKILL_READ,2023-02-28,0.36835
2013,SE_TOT_RUPI,,,,,ISCED11_1,SKILL_READ,2023-02-28,0.46414
2006,SE_TOT_SESPI,,,,,ISCED11_1,SKILL_MATH,2023-02-28,0.21538
2013,SE_TOT_SESPI,,,,,ISCED11_1,SKILL_MATH,2023-02-28,0.47564
2006,SE_TOT_SESPI,,,,,ISCED11_1,SKILL_READ,2023-02-28,0.34968
2013,SE_TOT_SESPI,,,,,ISCED11_1,SKILL_READ,2023-02-28,0.66553
