Year,Value,UNIT_MEASURE,SERIES
2000,111896.53,KM2,ER_MTN_TOTL
2005,111896.53,KM2,ER_MTN_TOTL
2010,111896.53,KM2,ER_MTN_TOTL
2015,111896.53,KM2,ER_MTN_TOTL
2018,111896.53,KM2,ER_MTN_TOTL
