Year,Value
2011,1458996.0
2012,7492507.0
2013,7608151.87962
2014,7507095.36379
2015,4516448.0
2016,2267585.0
2017,2656632.39758
2018,2166229.1373
2019,478564.17835
2020,1081776.0
